time (min),velocity (m/s),d0,n0,d,n,B d,Bn
100,1.3,0.858252233,1.67957279,0.856850137,1.67926904,0.06517,0.07185
200,1.3,0.858252233,1.67957279,0.855450332,1.679254661,0.06517,0.07185
100,1.3,0.856850137,1.67926904,0.855450332,1.679254661,0.06517,0.07185
30,0.73,0.9105,1.8146,0.812478828,1.307958585,0.5875,0.8146
60,0.73,0.9105,1.8146,0.759199827,1.157959699,0.5875,0.8146
120,0.73,0.9105,1.8146,0.710491573,1.091745617,0.5875,0.8146
180,0.73,0.9105,1.8146,0.688995187,1.074165817,0.5875,0.8146
240,0.73,0.9105,1.8146,0.674823599,1.060727694,0.5875,0.8146
300,0.73,0.9105,1.8146,0.662728306,1.047775807,0.5875,0.8146
400,0.73,0.9105,1.8146,0.643905275,1.026584406,0.5875,0.8146
500,0.73,0.9105,1.8146,0.625796669,1.005824036,0.5875,0.8146
600,0.73,0.9105,1.8146,0.608216848,0.985483536,0.5875,0.8146
700,0.73,0.9105,1.8146,0.591132995,0.965554377,0.5875,0.8146
800,0.73,0.9105,1.8146,0.57452923,0.94602824,0.5875,0.8146
900,0.73,0.9105,1.8146,0.558391857,0.926896974,0.5875,0.8146
1000,0.73,0.9105,1.8146,0.542707754,0.908152595,0.5875,0.8146
1100,0.73,0.9105,1.8146,0.527464186,0.889787278,0.5875,0.8146
1200,0.73,0.9105,1.8146,0.512648779,0.871793358,0.5875,0.8146
30,0.73,0.812478828,1.307958585,0.759199827,1.157959699,0.5875,0.8146
90,0.73,0.812478828,1.307958585,0.710491573,1.091745617,0.5875,0.8146
150,0.73,0.812478828,1.307958585,0.688995187,1.074165817,0.5875,0.8146
210,0.73,0.812478828,1.307958585,0.674823599,1.060727694,0.5875,0.8146
270,0.73,0.812478828,1.307958585,0.662728306,1.047775807,0.5875,0.8146
370,0.73,0.812478828,1.307958585,0.643905275,1.026584406,0.5875,0.8146
470,0.73,0.812478828,1.307958585,0.625796669,1.005824036,0.5875,0.8146
570,0.73,0.812478828,1.307958585,0.608216848,0.985483536,0.5875,0.8146
670,0.73,0.812478828,1.307958585,0.591132995,0.965554377,0.5875,0.8146
770,0.73,0.812478828,1.307958585,0.57452923,0.94602824,0.5875,0.8146
870,0.73,0.812478828,1.307958585,0.558391857,0.926896974,0.5875,0.8146
970,0.73,0.812478828,1.307958585,0.542707754,0.908152595,0.5875,0.8146
1070,0.73,0.812478828,1.307958585,0.527464186,0.889787278,0.5875,0.8146
1170,0.73,0.812478828,1.307958585,0.512648779,0.871793358,0.5875,0.8146
60,0.73,0.759199827,1.157959699,0.710491573,1.091745617,0.5875,0.8146
120,0.73,0.759199827,1.157959699,0.688995187,1.074165817,0.5875,0.8146
180,0.73,0.759199827,1.157959699,0.674823599,1.060727694,0.5875,0.8146
240,0.73,0.759199827,1.157959699,0.662728306,1.047775807,0.5875,0.8146
340,0.73,0.759199827,1.157959699,0.643905275,1.026584406,0.5875,0.8146
440,0.73,0.759199827,1.157959699,0.625796669,1.005824036,0.5875,0.8146
540,0.73,0.759199827,1.157959699,0.608216848,0.985483536,0.5875,0.8146
640,0.73,0.759199827,1.157959699,0.591132995,0.965554377,0.5875,0.8146
740,0.73,0.759199827,1.157959699,0.57452923,0.94602824,0.5875,0.8146
840,0.73,0.759199827,1.157959699,0.558391857,0.926896974,0.5875,0.8146
940,0.73,0.759199827,1.157959699,0.542707754,0.908152595,0.5875,0.8146
1040,0.73,0.759199827,1.157959699,0.527464186,0.889787278,0.5875,0.8146
1140,0.73,0.759199827,1.157959699,0.512648779,0.871793358,0.5875,0.8146
60,0.73,0.710491573,1.091745617,0.688995187,1.074165817,0.5875,0.8146
120,0.73,0.710491573,1.091745617,0.674823599,1.060727694,0.5875,0.8146
180,0.73,0.710491573,1.091745617,0.662728306,1.047775807,0.5875,0.8146
280,0.73,0.710491573,1.091745617,0.643905275,1.026584406,0.5875,0.8146
380,0.73,0.710491573,1.091745617,0.625796669,1.005824036,0.5875,0.8146
480,0.73,0.710491573,1.091745617,0.608216848,0.985483536,0.5875,0.8146
580,0.73,0.710491573,1.091745617,0.591132995,0.965554377,0.5875,0.8146
680,0.73,0.710491573,1.091745617,0.57452923,0.94602824,0.5875,0.8146
780,0.73,0.710491573,1.091745617,0.558391857,0.926896974,0.5875,0.8146
880,0.73,0.710491573,1.091745617,0.542707754,0.908152595,0.5875,0.8146
980,0.73,0.710491573,1.091745617,0.527464186,0.889787278,0.5875,0.8146
1080,0.73,0.710491573,1.091745617,0.512648779,0.871793358,0.5875,0.8146
60,0.73,0.688995187,1.074165817,0.674823599,1.060727694,0.5875,0.8146
120,0.73,0.688995187,1.074165817,0.662728306,1.047775807,0.5875,0.8146
220,0.73,0.688995187,1.074165817,0.643905275,1.026584406,0.5875,0.8146
320,0.73,0.688995187,1.074165817,0.625796669,1.005824036,0.5875,0.8146
420,0.73,0.688995187,1.074165817,0.608216848,0.985483536,0.5875,0.8146
520,0.73,0.688995187,1.074165817,0.591132995,0.965554377,0.5875,0.8146
620,0.73,0.688995187,1.074165817,0.57452923,0.94602824,0.5875,0.8146
720,0.73,0.688995187,1.074165817,0.558391857,0.926896974,0.5875,0.8146
820,0.73,0.688995187,1.074165817,0.542707754,0.908152595,0.5875,0.8146
920,0.73,0.688995187,1.074165817,0.527464186,0.889787278,0.5875,0.8146
1020,0.73,0.688995187,1.074165817,0.512648779,0.871793358,0.5875,0.8146
60,0.73,0.674823599,1.060727694,0.662728306,1.047775807,0.5875,0.8146
160,0.73,0.674823599,1.060727694,0.643905275,1.026584406,0.5875,0.8146
260,0.73,0.674823599,1.060727694,0.625796669,1.005824036,0.5875,0.8146
360,0.73,0.674823599,1.060727694,0.608216848,0.985483536,0.5875,0.8146
460,0.73,0.674823599,1.060727694,0.591132995,0.965554377,0.5875,0.8146
560,0.73,0.674823599,1.060727694,0.57452923,0.94602824,0.5875,0.8146
660,0.73,0.674823599,1.060727694,0.558391857,0.926896974,0.5875,0.8146
760,0.73,0.674823599,1.060727694,0.542707754,0.908152595,0.5875,0.8146
860,0.73,0.674823599,1.060727694,0.527464186,0.889787278,0.5875,0.8146
960,0.73,0.674823599,1.060727694,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.662728306,1.047775807,0.643905275,1.026584406,0.5875,0.8146
200,0.73,0.662728306,1.047775807,0.625796669,1.005824036,0.5875,0.8146
300,0.73,0.662728306,1.047775807,0.608216848,0.985483536,0.5875,0.8146
400,0.73,0.662728306,1.047775807,0.591132995,0.965554377,0.5875,0.8146
500,0.73,0.662728306,1.047775807,0.57452923,0.94602824,0.5875,0.8146
600,0.73,0.662728306,1.047775807,0.558391857,0.926896974,0.5875,0.8146
700,0.73,0.662728306,1.047775807,0.542707754,0.908152595,0.5875,0.8146
800,0.73,0.662728306,1.047775807,0.527464186,0.889787278,0.5875,0.8146
900,0.73,0.662728306,1.047775807,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.643905275,1.026584406,0.625796669,1.005824036,0.5875,0.8146
200,0.73,0.643905275,1.026584406,0.608216848,0.985483536,0.5875,0.8146
300,0.73,0.643905275,1.026584406,0.591132995,0.965554377,0.5875,0.8146
400,0.73,0.643905275,1.026584406,0.57452923,0.94602824,0.5875,0.8146
500,0.73,0.643905275,1.026584406,0.558391857,0.926896974,0.5875,0.8146
600,0.73,0.643905275,1.026584406,0.542707754,0.908152595,0.5875,0.8146
700,0.73,0.643905275,1.026584406,0.527464186,0.889787278,0.5875,0.8146
800,0.73,0.643905275,1.026584406,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.625796669,1.005824036,0.608216848,0.985483536,0.5875,0.8146
200,0.73,0.625796669,1.005824036,0.591132995,0.965554377,0.5875,0.8146
300,0.73,0.625796669,1.005824036,0.57452923,0.94602824,0.5875,0.8146
400,0.73,0.625796669,1.005824036,0.558391857,0.926896974,0.5875,0.8146
500,0.73,0.625796669,1.005824036,0.542707754,0.908152595,0.5875,0.8146
600,0.73,0.625796669,1.005824036,0.527464186,0.889787278,0.5875,0.8146
700,0.73,0.625796669,1.005824036,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.608216848,0.985483536,0.591132995,0.965554377,0.5875,0.8146
200,0.73,0.608216848,0.985483536,0.57452923,0.94602824,0.5875,0.8146
300,0.73,0.608216848,0.985483536,0.558391857,0.926896974,0.5875,0.8146
400,0.73,0.608216848,0.985483536,0.542707754,0.908152595,0.5875,0.8146
500,0.73,0.608216848,0.985483536,0.527464186,0.889787278,0.5875,0.8146
600,0.73,0.608216848,0.985483536,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.591132995,0.965554377,0.57452923,0.94602824,0.5875,0.8146
200,0.73,0.591132995,0.965554377,0.558391857,0.926896974,0.5875,0.8146
300,0.73,0.591132995,0.965554377,0.542707754,0.908152595,0.5875,0.8146
400,0.73,0.591132995,0.965554377,0.527464186,0.889787278,0.5875,0.8146
500,0.73,0.591132995,0.965554377,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.57452923,0.94602824,0.558391857,0.926896974,0.5875,0.8146
200,0.73,0.57452923,0.94602824,0.542707754,0.908152595,0.5875,0.8146
300,0.73,0.57452923,0.94602824,0.527464186,0.889787278,0.5875,0.8146
400,0.73,0.57452923,0.94602824,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.558391857,0.926896974,0.542707754,0.908152595,0.5875,0.8146
200,0.73,0.558391857,0.926896974,0.527464186,0.889787278,0.5875,0.8146
300,0.73,0.558391857,0.926896974,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.542707754,0.908152595,0.527464186,0.889787278,0.5875,0.8146
200,0.73,0.542707754,0.908152595,0.512648779,0.871793358,0.5875,0.8146
100,0.73,0.527464186,0.889787278,0.512648779,0.871793358,0.5875,0.8146
30,0.93,0.9035,1.8035,0.859124608,1.618483716,0.5875,0.8146
60,0.93,0.9035,1.8035,0.827972402,1.509397214,0.5875,0.8146
120,0.93,0.9035,1.8035,0.789419894,1.40395938,0.5875,0.8146
180,0.93,0.9035,1.8035,0.767592494,1.361214087,0.5875,0.8146
240,0.93,0.9035,1.8035,0.753356144,1.339345432,0.5875,0.8146
300,0.93,0.9035,1.8035,0.742590517,1.32447246,0.5875,0.8146
400,0.93,0.9035,1.8035,0.727792751,1.304181516,0.5875,0.8146
500,0.93,0.9035,1.8035,0.714460882,1.285363324,0.5875,0.8146
600,0.93,0.9035,1.8035,0.701684567,1.26700176,0.5875,0.8146
700,0.93,0.9035,1.8035,0.689219363,1.248931953,0.5875,0.8146
800,0.93,0.9035,1.8035,0.676997524,1.231124545,0.5875,0.8146
900,0.93,0.9035,1.8035,0.664998231,1.213571782,0.5875,0.8146
1000,0.93,0.9035,1.8035,0.653213159,1.196269397,0.5875,0.8146
1100,0.93,0.9035,1.8035,0.641637351,1.179213717,0.5875,0.8146
1200,0.93,0.9035,1.8035,0.63026679,1.16240121,0.5875,0.8146
30,0.93,0.859124608,1.618483716,0.827972402,1.509397214,0.5875,0.8146
90,0.93,0.859124608,1.618483716,0.789419894,1.40395938,0.5875,0.8146
150,0.93,0.859124608,1.618483716,0.767592494,1.361214087,0.5875,0.8146
210,0.93,0.859124608,1.618483716,0.753356144,1.339345432,0.5875,0.8146
270,0.93,0.859124608,1.618483716,0.742590517,1.32447246,0.5875,0.8146
370,0.93,0.859124608,1.618483716,0.727792751,1.304181516,0.5875,0.8146
470,0.93,0.859124608,1.618483716,0.714460882,1.285363324,0.5875,0.8146
570,0.93,0.859124608,1.618483716,0.701684567,1.26700176,0.5875,0.8146
670,0.93,0.859124608,1.618483716,0.689219363,1.248931953,0.5875,0.8146
770,0.93,0.859124608,1.618483716,0.676997524,1.231124545,0.5875,0.8146
870,0.93,0.859124608,1.618483716,0.664998231,1.213571782,0.5875,0.8146
970,0.93,0.859124608,1.618483716,0.653213159,1.196269397,0.5875,0.8146
1070,0.93,0.859124608,1.618483716,0.641637351,1.179213717,0.5875,0.8146
1170,0.93,0.859124608,1.618483716,0.63026679,1.16240121,0.5875,0.8146
60,0.93,0.827972402,1.509397214,0.789419894,1.40395938,0.5875,0.8146
120,0.93,0.827972402,1.509397214,0.767592494,1.361214087,0.5875,0.8146
180,0.93,0.827972402,1.509397214,0.753356144,1.339345432,0.5875,0.8146
240,0.93,0.827972402,1.509397214,0.742590517,1.32447246,0.5875,0.8146
340,0.93,0.827972402,1.509397214,0.727792751,1.304181516,0.5875,0.8146
440,0.93,0.827972402,1.509397214,0.714460882,1.285363324,0.5875,0.8146
540,0.93,0.827972402,1.509397214,0.701684567,1.26700176,0.5875,0.8146
640,0.93,0.827972402,1.509397214,0.689219363,1.248931953,0.5875,0.8146
740,0.93,0.827972402,1.509397214,0.676997524,1.231124545,0.5875,0.8146
840,0.93,0.827972402,1.509397214,0.664998231,1.213571782,0.5875,0.8146
940,0.93,0.827972402,1.509397214,0.653213159,1.196269397,0.5875,0.8146
1040,0.93,0.827972402,1.509397214,0.641637351,1.179213717,0.5875,0.8146
1140,0.93,0.827972402,1.509397214,0.63026679,1.16240121,0.5875,0.8146
60,0.93,0.789419894,1.40395938,0.767592494,1.361214087,0.5875,0.8146
120,0.93,0.789419894,1.40395938,0.753356144,1.339345432,0.5875,0.8146
180,0.93,0.789419894,1.40395938,0.742590517,1.32447246,0.5875,0.8146
280,0.93,0.789419894,1.40395938,0.727792751,1.304181516,0.5875,0.8146
380,0.93,0.789419894,1.40395938,0.714460882,1.285363324,0.5875,0.8146
480,0.93,0.789419894,1.40395938,0.701684567,1.26700176,0.5875,0.8146
580,0.93,0.789419894,1.40395938,0.689219363,1.248931953,0.5875,0.8146
680,0.93,0.789419894,1.40395938,0.676997524,1.231124545,0.5875,0.8146
780,0.93,0.789419894,1.40395938,0.664998231,1.213571782,0.5875,0.8146
880,0.93,0.789419894,1.40395938,0.653213159,1.196269397,0.5875,0.8146
980,0.93,0.789419894,1.40395938,0.641637351,1.179213717,0.5875,0.8146
1080,0.93,0.789419894,1.40395938,0.63026679,1.16240121,0.5875,0.8146
60,0.93,0.767592494,1.361214087,0.753356144,1.339345432,0.5875,0.8146
120,0.93,0.767592494,1.361214087,0.742590517,1.32447246,0.5875,0.8146
220,0.93,0.767592494,1.361214087,0.727792751,1.304181516,0.5875,0.8146
320,0.93,0.767592494,1.361214087,0.714460882,1.285363324,0.5875,0.8146
420,0.93,0.767592494,1.361214087,0.701684567,1.26700176,0.5875,0.8146
520,0.93,0.767592494,1.361214087,0.689219363,1.248931953,0.5875,0.8146
620,0.93,0.767592494,1.361214087,0.676997524,1.231124545,0.5875,0.8146
720,0.93,0.767592494,1.361214087,0.664998231,1.213571782,0.5875,0.8146
820,0.93,0.767592494,1.361214087,0.653213159,1.196269397,0.5875,0.8146
920,0.93,0.767592494,1.361214087,0.641637351,1.179213717,0.5875,0.8146
1020,0.93,0.767592494,1.361214087,0.63026679,1.16240121,0.5875,0.8146
60,0.93,0.753356144,1.339345432,0.742590517,1.32447246,0.5875,0.8146
160,0.93,0.753356144,1.339345432,0.727792751,1.304181516,0.5875,0.8146
260,0.93,0.753356144,1.339345432,0.714460882,1.285363324,0.5875,0.8146
360,0.93,0.753356144,1.339345432,0.701684567,1.26700176,0.5875,0.8146
460,0.93,0.753356144,1.339345432,0.689219363,1.248931953,0.5875,0.8146
560,0.93,0.753356144,1.339345432,0.676997524,1.231124545,0.5875,0.8146
660,0.93,0.753356144,1.339345432,0.664998231,1.213571782,0.5875,0.8146
760,0.93,0.753356144,1.339345432,0.653213159,1.196269397,0.5875,0.8146
860,0.93,0.753356144,1.339345432,0.641637351,1.179213717,0.5875,0.8146
960,0.93,0.753356144,1.339345432,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.742590517,1.32447246,0.727792751,1.304181516,0.5875,0.8146
200,0.93,0.742590517,1.32447246,0.714460882,1.285363324,0.5875,0.8146
300,0.93,0.742590517,1.32447246,0.701684567,1.26700176,0.5875,0.8146
400,0.93,0.742590517,1.32447246,0.689219363,1.248931953,0.5875,0.8146
500,0.93,0.742590517,1.32447246,0.676997524,1.231124545,0.5875,0.8146
600,0.93,0.742590517,1.32447246,0.664998231,1.213571782,0.5875,0.8146
700,0.93,0.742590517,1.32447246,0.653213159,1.196269397,0.5875,0.8146
800,0.93,0.742590517,1.32447246,0.641637351,1.179213717,0.5875,0.8146
900,0.93,0.742590517,1.32447246,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.727792751,1.304181516,0.714460882,1.285363324,0.5875,0.8146
200,0.93,0.727792751,1.304181516,0.701684567,1.26700176,0.5875,0.8146
300,0.93,0.727792751,1.304181516,0.689219363,1.248931953,0.5875,0.8146
400,0.93,0.727792751,1.304181516,0.676997524,1.231124545,0.5875,0.8146
500,0.93,0.727792751,1.304181516,0.664998231,1.213571782,0.5875,0.8146
600,0.93,0.727792751,1.304181516,0.653213159,1.196269397,0.5875,0.8146
700,0.93,0.727792751,1.304181516,0.641637351,1.179213717,0.5875,0.8146
800,0.93,0.727792751,1.304181516,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.714460882,1.285363324,0.701684567,1.26700176,0.5875,0.8146
200,0.93,0.714460882,1.285363324,0.689219363,1.248931953,0.5875,0.8146
300,0.93,0.714460882,1.285363324,0.676997524,1.231124545,0.5875,0.8146
400,0.93,0.714460882,1.285363324,0.664998231,1.213571782,0.5875,0.8146
500,0.93,0.714460882,1.285363324,0.653213159,1.196269397,0.5875,0.8146
600,0.93,0.714460882,1.285363324,0.641637351,1.179213717,0.5875,0.8146
700,0.93,0.714460882,1.285363324,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.701684567,1.26700176,0.689219363,1.248931953,0.5875,0.8146
200,0.93,0.701684567,1.26700176,0.676997524,1.231124545,0.5875,0.8146
300,0.93,0.701684567,1.26700176,0.664998231,1.213571782,0.5875,0.8146
400,0.93,0.701684567,1.26700176,0.653213159,1.196269397,0.5875,0.8146
500,0.93,0.701684567,1.26700176,0.641637351,1.179213717,0.5875,0.8146
600,0.93,0.701684567,1.26700176,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.689219363,1.248931953,0.676997524,1.231124545,0.5875,0.8146
200,0.93,0.689219363,1.248931953,0.664998231,1.213571782,0.5875,0.8146
300,0.93,0.689219363,1.248931953,0.653213159,1.196269397,0.5875,0.8146
400,0.93,0.689219363,1.248931953,0.641637351,1.179213717,0.5875,0.8146
500,0.93,0.689219363,1.248931953,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.676997524,1.231124545,0.664998231,1.213571782,0.5875,0.8146
200,0.93,0.676997524,1.231124545,0.653213159,1.196269397,0.5875,0.8146
300,0.93,0.676997524,1.231124545,0.641637351,1.179213717,0.5875,0.8146
400,0.93,0.676997524,1.231124545,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.664998231,1.213571782,0.653213159,1.196269397,0.5875,0.8146
200,0.93,0.664998231,1.213571782,0.641637351,1.179213717,0.5875,0.8146
300,0.93,0.664998231,1.213571782,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.653213159,1.196269397,0.641637351,1.179213717,0.5875,0.8146
200,0.93,0.653213159,1.196269397,0.63026679,1.16240121,0.5875,0.8146
100,0.93,0.641637351,1.179213717,0.63026679,1.16240121,0.5875,0.8146
30,1.23,0.9046,1.8138,0.80463817,1.286657568,0.5875,0.8146
60,1.23,0.9046,1.8138,0.739255562,1.07262799,0.5875,0.8146
120,1.23,0.9046,1.8138,0.667340523,0.947218645,0.5875,0.8146
180,1.23,0.9046,1.8138,0.634156437,0.921516982,0.5875,0.8146
240,1.23,0.9046,1.8138,0.61704676,0.911992111,0.5875,0.8146
300,1.23,0.9046,1.8138,0.606626794,0.905123142,0.5875,0.8146
400,1.23,0.9046,1.8138,0.594645256,0.894521229,0.5875,0.8146
500,1.23,0.9046,1.8138,0.58477711,0.884129598,0.5875,0.8146
600,1.23,0.9046,1.8138,0.575506486,0.873862826,0.5875,0.8146
700,1.23,0.9046,1.8138,0.566482763,0.863715474,0.5875,0.8146
800,1.23,0.9046,1.8138,0.557623533,0.853685963,0.5875,0.8146
900,1.23,0.9046,1.8138,0.548908148,0.843772916,0.5875,0.8146
1000,1.23,0.9046,1.8138,0.540330198,0.83397498,0.5875,0.8146
1100,1.23,0.9046,1.8138,0.531886579,0.824290818,0.5875,0.8146
1200,1.23,0.9046,1.8138,0.523574971,0.814719109,0.5875,0.8146
30,1.23,0.80463817,1.286657568,0.739255562,1.07262799,0.5875,0.8146
90,1.23,0.80463817,1.286657568,0.667340523,0.947218645,0.5875,0.8146
150,1.23,0.80463817,1.286657568,0.634156437,0.921516982,0.5875,0.8146
210,1.23,0.80463817,1.286657568,0.61704676,0.911992111,0.5875,0.8146
270,1.23,0.80463817,1.286657568,0.606626794,0.905123142,0.5875,0.8146
370,1.23,0.80463817,1.286657568,0.594645256,0.894521229,0.5875,0.8146
470,1.23,0.80463817,1.286657568,0.58477711,0.884129598,0.5875,0.8146
570,1.23,0.80463817,1.286657568,0.575506486,0.873862826,0.5875,0.8146
670,1.23,0.80463817,1.286657568,0.566482763,0.863715474,0.5875,0.8146
770,1.23,0.80463817,1.286657568,0.557623533,0.853685963,0.5875,0.8146
870,1.23,0.80463817,1.286657568,0.548908148,0.843772916,0.5875,0.8146
970,1.23,0.80463817,1.286657568,0.540330198,0.83397498,0.5875,0.8146
1070,1.23,0.80463817,1.286657568,0.531886579,0.824290818,0.5875,0.8146
1170,1.23,0.80463817,1.286657568,0.523574971,0.814719109,0.5875,0.8146
60,1.23,0.739255562,1.07262799,0.667340523,0.947218645,0.5875,0.8146
120,1.23,0.739255562,1.07262799,0.634156437,0.921516982,0.5875,0.8146
180,1.23,0.739255562,1.07262799,0.61704676,0.911992111,0.5875,0.8146
240,1.23,0.739255562,1.07262799,0.606626794,0.905123142,0.5875,0.8146
340,1.23,0.739255562,1.07262799,0.594645256,0.894521229,0.5875,0.8146
440,1.23,0.739255562,1.07262799,0.58477711,0.884129598,0.5875,0.8146
540,1.23,0.739255562,1.07262799,0.575506486,0.873862826,0.5875,0.8146
640,1.23,0.739255562,1.07262799,0.566482763,0.863715474,0.5875,0.8146
740,1.23,0.739255562,1.07262799,0.557623533,0.853685963,0.5875,0.8146
840,1.23,0.739255562,1.07262799,0.548908148,0.843772916,0.5875,0.8146
940,1.23,0.739255562,1.07262799,0.540330198,0.83397498,0.5875,0.8146
1040,1.23,0.739255562,1.07262799,0.531886579,0.824290818,0.5875,0.8146
1140,1.23,0.739255562,1.07262799,0.523574971,0.814719109,0.5875,0.8146
60,1.23,0.667340523,0.947218645,0.634156437,0.921516982,0.5875,0.8146
120,1.23,0.667340523,0.947218645,0.61704676,0.911992111,0.5875,0.8146
180,1.23,0.667340523,0.947218645,0.606626794,0.905123142,0.5875,0.8146
280,1.23,0.667340523,0.947218645,0.594645256,0.894521229,0.5875,0.8146
380,1.23,0.667340523,0.947218645,0.58477711,0.884129598,0.5875,0.8146
480,1.23,0.667340523,0.947218645,0.575506486,0.873862826,0.5875,0.8146
580,1.23,0.667340523,0.947218645,0.566482763,0.863715474,0.5875,0.8146
680,1.23,0.667340523,0.947218645,0.557623533,0.853685963,0.5875,0.8146
780,1.23,0.667340523,0.947218645,0.548908148,0.843772916,0.5875,0.8146
880,1.23,0.667340523,0.947218645,0.540330198,0.83397498,0.5875,0.8146
980,1.23,0.667340523,0.947218645,0.531886579,0.824290818,0.5875,0.8146
1080,1.23,0.667340523,0.947218645,0.523574971,0.814719109,0.5875,0.8146
60,1.23,0.634156437,0.921516982,0.61704676,0.911992111,0.5875,0.8146
120,1.23,0.634156437,0.921516982,0.606626794,0.905123142,0.5875,0.8146
220,1.23,0.634156437,0.921516982,0.594645256,0.894521229,0.5875,0.8146
320,1.23,0.634156437,0.921516982,0.58477711,0.884129598,0.5875,0.8146
420,1.23,0.634156437,0.921516982,0.575506486,0.873862826,0.5875,0.8146
520,1.23,0.634156437,0.921516982,0.566482763,0.863715474,0.5875,0.8146
620,1.23,0.634156437,0.921516982,0.557623533,0.853685963,0.5875,0.8146
720,1.23,0.634156437,0.921516982,0.548908148,0.843772916,0.5875,0.8146
820,1.23,0.634156437,0.921516982,0.540330198,0.83397498,0.5875,0.8146
920,1.23,0.634156437,0.921516982,0.531886579,0.824290818,0.5875,0.8146
1020,1.23,0.634156437,0.921516982,0.523574971,0.814719109,0.5875,0.8146
60,1.23,0.61704676,0.911992111,0.606626794,0.905123142,0.5875,0.8146
160,1.23,0.61704676,0.911992111,0.594645256,0.894521229,0.5875,0.8146
260,1.23,0.61704676,0.911992111,0.58477711,0.884129598,0.5875,0.8146
360,1.23,0.61704676,0.911992111,0.575506486,0.873862826,0.5875,0.8146
460,1.23,0.61704676,0.911992111,0.566482763,0.863715474,0.5875,0.8146
560,1.23,0.61704676,0.911992111,0.557623533,0.853685963,0.5875,0.8146
660,1.23,0.61704676,0.911992111,0.548908148,0.843772916,0.5875,0.8146
760,1.23,0.61704676,0.911992111,0.540330198,0.83397498,0.5875,0.8146
860,1.23,0.61704676,0.911992111,0.531886579,0.824290818,0.5875,0.8146
960,1.23,0.61704676,0.911992111,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.606626794,0.905123142,0.594645256,0.894521229,0.5875,0.8146
200,1.23,0.606626794,0.905123142,0.58477711,0.884129598,0.5875,0.8146
300,1.23,0.606626794,0.905123142,0.575506486,0.873862826,0.5875,0.8146
400,1.23,0.606626794,0.905123142,0.566482763,0.863715474,0.5875,0.8146
500,1.23,0.606626794,0.905123142,0.557623533,0.853685963,0.5875,0.8146
600,1.23,0.606626794,0.905123142,0.548908148,0.843772916,0.5875,0.8146
700,1.23,0.606626794,0.905123142,0.540330198,0.83397498,0.5875,0.8146
800,1.23,0.606626794,0.905123142,0.531886579,0.824290818,0.5875,0.8146
900,1.23,0.606626794,0.905123142,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.594645256,0.894521229,0.58477711,0.884129598,0.5875,0.8146
200,1.23,0.594645256,0.894521229,0.575506486,0.873862826,0.5875,0.8146
300,1.23,0.594645256,0.894521229,0.566482763,0.863715474,0.5875,0.8146
400,1.23,0.594645256,0.894521229,0.557623533,0.853685963,0.5875,0.8146
500,1.23,0.594645256,0.894521229,0.548908148,0.843772916,0.5875,0.8146
600,1.23,0.594645256,0.894521229,0.540330198,0.83397498,0.5875,0.8146
700,1.23,0.594645256,0.894521229,0.531886579,0.824290818,0.5875,0.8146
800,1.23,0.594645256,0.894521229,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.58477711,0.884129598,0.575506486,0.873862826,0.5875,0.8146
200,1.23,0.58477711,0.884129598,0.566482763,0.863715474,0.5875,0.8146
300,1.23,0.58477711,0.884129598,0.557623533,0.853685963,0.5875,0.8146
400,1.23,0.58477711,0.884129598,0.548908148,0.843772916,0.5875,0.8146
500,1.23,0.58477711,0.884129598,0.540330198,0.83397498,0.5875,0.8146
600,1.23,0.58477711,0.884129598,0.531886579,0.824290818,0.5875,0.8146
700,1.23,0.58477711,0.884129598,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.575506486,0.873862826,0.566482763,0.863715474,0.5875,0.8146
200,1.23,0.575506486,0.873862826,0.557623533,0.853685963,0.5875,0.8146
300,1.23,0.575506486,0.873862826,0.548908148,0.843772916,0.5875,0.8146
400,1.23,0.575506486,0.873862826,0.540330198,0.83397498,0.5875,0.8146
500,1.23,0.575506486,0.873862826,0.531886579,0.824290818,0.5875,0.8146
600,1.23,0.575506486,0.873862826,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.566482763,0.863715474,0.557623533,0.853685963,0.5875,0.8146
200,1.23,0.566482763,0.863715474,0.548908148,0.843772916,0.5875,0.8146
